YR_MO;CALL_DATE;AGENT_ID;AGENT_NAME;TEAM_LEAD_ID;TEAM_LEAD_NAME;CALL_CENTER;CALLS;HANDLE_TIME;CALL_REGEN;CALLS_WITH_OFFER;CALLS_WITH_ACCEPT;CALLS_OFFER_APPLIED;TRANSFERS;AHT_MULTI;CALL_REGEN_MULTI;TRANSFERS_MULTI;APPLIED_PER_CALL_MULTI;BREAKAGE_MULTI
201707;17/07/2017;201700133;Myers, Matt;201700012;Jimson, Bill;Williamburg;36;24046;6;31;25;17;3;28188;5,832;2,916;18,324;7,164
201707;17/07/2017;201700134;Nichols, Nana;201700012;Jimson, Bill;Williamburg;36;25508;7;31;23;17;2;28188;5,832;2,916;18,324;7,164
201707;17/07/2017;201700135;Ohlson, Octavius;201700012;Jimson, Bill;Williamburg;30;25830;7;29;20;16;2;23490;4,86;2,43;15,27;5,97
201707;17/07/2017;201700136;Pulaski, Peter;201700013;Oferten, Quinton;Williamburg;29;24992;6;25;15;8;4;22707;4,698;2,349;14,761;5,771
201707;17/07/2017;201700137;Rank, Richelle;201700012;Jimson, Bill;Williamburg;33;25635;7;31;23;18;2;25839;5,346;2,673;16,797;6,567
201707;17/07/2017;201700138;Sanders, Sammi;201700013;Oferten, Quinton;Williamburg;29;24652;7;25;16;8;4;22707;4,698;2,349;14,761;5,771
201707;17/07/2017;201700139;Thomas, Ted;201700013;Oferten, Quinton;Williamburg;30;24393;6;27;21;14;4;23490;4,86;2,43;15,27;5,97
201707;17/07/2017;201700140;Uvaldon, Ursala;201700013;Oferten, Quinton;Williamburg;30;24905;7;28;18;13;3;23490;4,86;2,43;15,27;5,97
201707;17/07/2017;201700141;Vindictive, Vinny;201700013;Oferten, Quinton;Williamburg;28;25644;7;25;15;10;3;21924;4,536;2,268;14,252;5,572
201707;17/07/2017;201700142;Williamson, Wilma;201700013;Oferten, Quinton;Williamburg;28;25772;6;25;20;12;3;21924;4,536;2,268;14,252;5,572
201707;17/07/2017;201700143;Younger, Yeti;201700013;Oferten, Quinton;Williamburg;30;24088;7;29;19;13;3;23490;4,86;2,43;15,27;5,97
201707;17/07/2017;201700144;Zwilowski, Zane;201700013;Oferten, Quinton;Williamburg;31;25253;9;28;18;13;4;24273;5,022;2,511;15,779;6,169
201707;17/07/2017;201700145;Abacus, Aaron;201700013;Oferten, Quinton;Williamburg;32;25874;6;30;24;17;4;25056;5,184;2,592;16,288;6,368
201707;18/07/2017;201700121;Anderson, Albert;201700011;Winnerson, Aceona;Williamburg;32;25860;5;30;24;22;1;25056;5,184;2,592;16,288;6,368
201707;18/07/2017;201700122;Binning, Bart;201700011;Winnerson, Aceona;Williamburg;36;24752;6;35;25;19;2;28188;5,832;2,916;18,324;7,164
201707;18/07/2017;201700123;Centerville, Cece;201700011;Winnerson, Aceona;Williamburg;39;24826;4;39;35;28;1;30537;6,318;3,159;19,851;7,761
201707;18/07/2017;201700124;Davenport, Davina;201700011;Winnerson, Aceona;Williamburg;39;25412;6;38;31;28;2;30537;6,318;3,159;19,851;7,761
201707;18/07/2017;201700125;Edgerton, Ethan;201700011;Winnerson, Aceona;Williamburg;37;25754;4;34;28;24;1;28971;5,994;2,997;18,833;7,363
201707;18/07/2017;201700126;Filipsano, Fiona;201700011;Winnerson, Aceona;Williamburg;32;24143;3;29;24;18;1;25056;5,184;2,592;16,288;6,368
201707;18/07/2017;201700127;Gee, Garry;201700011;Winnerson, Aceona;Williamburg;37;25336;4;34;26;21;1;28971;5,994;2,997;18,833;7,363
201707;18/07/2017;201700128;Harrison, Harold;201700011;Winnerson, Aceona;Williamburg;35;24994;4;35;25;20;1;27405;5,67;2,835;17,815;6,965
201707;18/07/2017;201700129;Ivanski, Igor;201700012;Jimson, Bill;Williamburg;35;24261;8;35;23;14;2;27405;5,67;2,835;17,815;6,965
201707;18/07/2017;201700130;Jeffries, Johnna;201700012;Jimson, Bill;Williamburg;30;25758;6;27;20;15;2;23490;4,86;2,43;15,27;5,97
201707;18/07/2017;201700131;Kippers, Kat;201700012;Jimson, Bill;Williamburg;31;25899;8;30;20;13;2;24273;5,022;2,511;15,779;6,169
201707;18/07/2017;201700132;Lipp, Larry;201700012;Jimson, Bill;Williamburg;32;25142;5;32;26;19;2;25056;5,184;2,592;16,288;6,368
201707;18/07/2017;201700133;Myers, Matt;201700012;Jimson, Bill;Williamburg;33;24857;5;31;24;18;2;25839;5,346;2,673;16,797;6,567
201707;18/07/2017;201700134;Nichols, Nana;201700012;Jimson, Bill;Williamburg;35;25264;9;35;24;17;2;27405;5,67;2,835;17,815;6,965
201707;18/07/2017;201700135;Ohlson, Octavius;201700012;Jimson, Bill;Williamburg;32;25657;5;32;25;19;2;25056;5,184;2,592;16,288;6,368
201707;18/07/2017;201700136;Pulaski, Peter;201700013;Oferten, Quinton;Williamburg;31;25080;9;28;18;12;3;24273;5,022;2,511;15,779;6,169
201707;18/07/2017;201700137;Rank, Richelle;201700012;Jimson, Bill;Williamburg;30;24217;5;29;19;14;2;23490;4,86;2,43;15,27;5,97
201707;18/07/2017;201700138;Sanders, Sammi;201700013;Oferten, Quinton;Williamburg;28;24145;8;26;17;11;3;21924;4,536;2,268;14,252;5,572
201707;18/07/2017;201700139;Thomas, Ted;201700013;Oferten, Quinton;Williamburg;32;25920;7;28;18;12;4;25056;5,184;2,592;16,288;6,368
201707;18/07/2017;201700140;Uvaldon, Ursala;201700013;Oferten, Quinton;Williamburg;32;25849;9;28;22;13;3;25056;5,184;2,592;16,288;6,368
201707;18/07/2017;201700141;Vindictive, Vinny;201700013;Oferten, Quinton;Williamburg;31;24196;7;26;16;9;3;24273;5,022;2,511;15,779;6,169
201707;18/07/2017;201700142;Williamson, Wilma;201700013;Oferten, Quinton;Williamburg;30;24291;7;27;18;9;4;23490;4,86;2,43;15,27;5,97
201707;18/07/2017;201700143;Younger, Yeti;201700013;Oferten, Quinton;Williamburg;31;25101;9;28;21;11;3;24273;5,022;2,511;15,779;6,169
201707;18/07/2017;201700144;Zwilowski, Zane;201700013;Oferten, Quinton;Williamburg;33;25429;10;29;20;12;4;25839;5,346;2,673;16,797;6,567
201707;18/07/2017;201700145;Abacus, Aaron;201700013;Oferten, Quinton;Williamburg;32;24123;9;28;20;13;3;25056;5,184;2,592;16,288;6,368
201707;19/07/2017;201700129;Ivanski, Igor;201700012;Jimson, Bill;Williamburg;35;24420;7;33;24;16;2;27405;5,67;2,835;17,815;6,965
201707;19/07/2017;201700130;Jeffries, Johnna;201700012;Jimson, Bill;Williamburg;31;25173;7;28;21;14;2;24273;5,022;2,511;15,779;6,169
201707;19/07/2017;201700131;Kippers, Kat;201700012;Jimson, Bill;Williamburg;32;24381;5;28;22;16;2;25056;5,184;2,592;16,288;6,368
201707;19/07/2017;201700132;Lipp, Larry;201700012;Jimson, Bill;Williamburg;35;25420;7;32;21;16;2;27405;5,67;2,835;17,815;6,965
201707;19/07/2017;201700133;Myers, Matt;201700012;Jimson, Bill;Williamburg;32;24219;7;28;21;14;2;25056;5,184;2,592;16,288;6,368
201707;19/07/2017;201700134;Nichols, Nana;201700012;Jimson, Bill;Williamburg;33;24967;8;29;21;14;2;25839;5,346;2,673;16,797;6,567
201707;19/07/2017;201700135;Ohlson, Octavius;201700012;Jimson, Bill;Williamburg;36;24114;6;31;24;17;2;28188;5,832;2,916;18,324;7,164
201707;19/07/2017;201700136;Pulaski, Peter;201700013;Oferten, Quinton;Williamburg;29;24513;8;25;17;9;4;22707;4,698;2,349;14,761;5,771
201707;19/07/2017;201700137;Rank, Richelle;201700012;Jimson, Bill;Williamburg;36;25173;5;36;24;17;3;28188;5,832;2,916;18,324;7,164
201707;19/07/2017;201700138;Sanders, Sammi;201700013;Oferten, Quinton;Williamburg;33;24311;7;30;18;12;4;25839;5,346;2,673;16,797;6,567
201707;19/07/2017;201700139;Thomas, Ted;201700013;Oferten, Quinton;Williamburg;33;25658;7;30;19;12;4;25839;5,346;2,673;16,797;6,567
201707;19/07/2017;201700140;Uvaldon, Ursala;201700013;Oferten, Quinton;Williamburg;29;25054;6;26;16;8;3;22707;4,698;2,349;14,761;5,771
201707;19/07/2017;201700141;Vindictive, Vinny;201700013;Oferten, Quinton;Williamburg;32;25403;8;30;20;11;3;25056;5,184;2,592;16,288;6,368
201707;19/07/2017;201700142;Williamson, Wilma;201700013;Oferten, Quinton;Williamburg;33;24251;7;31;21;14;3;25839;5,346;2,673;16,797;6,567
201707;19/07/2017;201700143;Younger, Yeti;201700013;Oferten, Quinton;Williamburg;30;24553;7;28;19;12;3;23490;4,86;2,43;15,27;5,97
201707;19/07/2017;201700144;Zwilowski, Zane;201700013;Oferten, Quinton;Williamburg;33;25904;8;31;23;12;3;25839;5,346;2,673;16,797;6,567
201707;19/07/2017;201700145;Abacus, Aaron;201700013;Oferten, Quinton;Williamburg;33;24481;8;31;21;15;4;25839;5,346;2,673;16,797;6,567
201707;20/07/2017;201700121;Anderson, Albert;201700011;Winnerson, Aceona;Williamburg;33;25283;6;30;26;18;1;25839;5,346;2,673;16,797;6,567
201707;20/07/2017;201700122;Binning, Bart;201700011;Winnerson, Aceona;Williamburg;35;25720;5;34;30;25;1;27405;5,67;2,835;17,815;6,965
201707;20/07/2017;201700123;Centerville, Cece;201700011;Winnerson, Aceona;Williamburg;34;24788;4;31;27;22;2;26622;5,508;2,754;17,306;6,766
201707;20/07/2017;201700124;Davenport, Davina;201700011;Winnerson, Aceona;Williamburg;34;24093;4;31;24;22;2;26622;5,508;2,754;17,306;6,766
201707;20/07/2017;201700125;Edgerton, Ethan;201700011;Winnerson, Aceona;Williamburg;35;25721;4;33;26;21;1;27405;5,67;2,835;17,815;6,965
201707;20/07/2017;201700126;Filipsano, Fiona;201700011;Winnerson, Aceona;Williamburg;39;25369;4;36;28;25;1;30537;6,318;3,159;19,851;7,761
201707;20/07/2017;201700127;Gee, Garry;201700011;Winnerson, Aceona;Williamburg;32;25858;4;31;24;17;1;25056;5,184;2,592;16,288;6,368
201707;20/07/2017;201700128;Harrison, Harold;201700011;Winnerson, Aceona;Williamburg;34;25861;3;31;26;19;1;26622;5,508;2,754;17,306;6,766
201707;20/07/2017;201700136;Pulaski, Peter;201700013;Oferten, Quinton;Williamburg;31;24517;9;28;20;14;4;24273;5,022;2,511;15,779;6,169
201707;20/07/2017;201700139;Thomas, Ted;201700013;Oferten, Quinton;Williamburg;32;25611;7;29;17;11;3;25056;5,184;2,592;16,288;6,368
201707;20/07/2017;201700140;Uvaldon, Ursala;201700013;Oferten, Quinton;Williamburg;31;24281;7;27;18;13;3;24273;5,022;2,511;15,779;6,169
201707;20/07/2017;201700141;Vindictive, Vinny;201700013;Oferten, Quinton;Williamburg;33;25412;8;30;24;18;4;25839;5,346;2,673;16,797;6,567
201707;20/07/2017;201700142;Williamson, Wilma;201700013;Oferten, Quinton;Williamburg;30;24237;7;28;19;10;4;23490;4,86;2,43;15,27;5,97
201707;20/07/2017;201700143;Younger, Yeti;201700013;Oferten, Quinton;Williamburg;30;25017;7;28;21;13;3;23490;4,86;2,43;15,27;5,97
201707;20/07/2017;201700144;Zwilowski, Zane;201700013;Oferten, Quinton;Williamburg;28;25408;8;25;19;12;3;21924;4,536;2,268;14,252;5,572
201707;20/07/2017;201700145;Abacus, Aaron;201700013;Oferten, Quinton;Williamburg;28;24760;6;25;17;11;3;21924;4,536;2,268;14,252;5,572
201707;21/07/2017;201700122;Binning, Bart;201700011;Winnerson, Aceona;Williamburg;32;24939;5;32;26;22;1;25056;5,184;2,592;16,288;6,368
201707;21/07/2017;201700123;Centerville, Cece;201700011;Winnerson, Aceona;Williamburg;33;25082;7;33;25;22;2;25839;5,346;2,673;16,797;6,567
201707;21/07/2017;201700124;Davenport, Davina;201700011;Winnerson, Aceona;Williamburg;34;25927;5;31;23;21;2;26622;5,508;2,754;17,306;6,766
201707;21/07/2017;201700125;Edgerton, Ethan;201700011;Winnerson, Aceona;Williamburg;39;25595;7;39;32;28;1;30537;6,318;3,159;19,851;7,761
201707;21/07/2017;201700126;Filipsano, Fiona;201700011;Winnerson, Aceona;Williamburg;35;24372;6;32;26;20;1;27405;5,67;2,835;17,815;6,965
201707;21/07/2017;201700127;Gee, Garry;201700011;Winnerson, Aceona;Williamburg;33;24162;6;32;27;22;1;25839;5,346;2,673;16,797;6,567
201707;21/07/2017;201700128;Harrison, Harold;201700011;Winnerson, Aceona;Williamburg;33;25049;4;32;26;20;2;25839;5,346;2,673;16,797;6,567
201707;21/07/2017;201700129;Ivanski, Igor;201700012;Jimson, Bill;Williamburg;35;24320;6;30;23;16;2;27405;5,67;2,835;17,815;6,965
201707;21/07/2017;201700130;Jeffries, Johnna;201700012;Jimson, Bill;Williamburg;35;25844;8;32;23;17;2;27405;5,67;2,835;17,815;6,965
201707;21/07/2017;201700131;Kippers, Kat;201700012;Jimson, Bill;Williamburg;33;24783;7;29;24;18;2;25839;5,346;2,673;16,797;6,567
201707;21/07/2017;201700132;Lipp, Larry;201700012;Jimson, Bill;Williamburg;36;24642;6;35;28;17;2;28188;5,832;2,916;18,324;7,164
201707;21/07/2017;201700133;Myers, Matt;201700012;Jimson, Bill;Williamburg;33;25917;6;30;20;13;2;25839;5,346;2,673;16,797;6,567
201707;21/07/2017;201700134;Nichols, Nana;201700012;Jimson, Bill;Williamburg;33;24271;8;31;21;16;2;25839;5,346;2,673;16,797;6,567
201707;21/07/2017;201700135;Ohlson, Octavius;201700012;Jimson, Bill;Williamburg;32;24825;5;32;21;14;2;25056;5,184;2,592;16,288;6,368
201707;21/07/2017;201700137;Rank, Richelle;201700012;Jimson, Bill;Williamburg;31;25915;7;26;19;15;2;24273;5,022;2,511;15,779;6,169
201707;22/07/2017;201700129;Ivanski, Igor;201700012;Jimson, Bill;Williamburg;31;24486;7;28;20;16;2;24273;5,022;2,511;15,779;6,169
201707;22/07/2017;201700130;Jeffries, Johnna;201700012;Jimson, Bill;Williamburg;30;25456;5;28;20;14;2;23490;4,86;2,43;15,27;5,97
201707;22/07/2017;201700131;Kippers, Kat;201700012;Jimson, Bill;Williamburg;32;25815;7;30;23;18;2;25056;5,184;2,592;16,288;6,368
201707;22/07/2017;201700132;Lipp, Larry;201700012;Jimson, Bill;Williamburg;36;25949;8;35;27;19;2;28188;5,832;2,916;18,324;7,164
201707;22/07/2017;201700133;Myers, Matt;201700012;Jimson, Bill;Williamburg;33;25817;6;30;22;17;2;25839;5,346;2,673;16,797;6,567
201707;22/07/2017;201700134;Nichols, Nana;201700012;Jimson, Bill;Williamburg;33;24039;8;31;24;16;2;25839;5,346;2,673;16,797;6,567
201707;22/07/2017;201700135;Ohlson, Octavius;201700012;Jimson, Bill;Williamburg;30;25434;7;28;21;16;2;23490;4,86;2,43;15,27;5,97
201707;22/07/2017;201700136;Pulaski, Peter;201700013;Oferten, Quinton;Williamburg;29;25575;6;25;18;12;4;22707;4,698;2,349;14,761;5,771
201707;22/07/2017;201700137;Rank, Richelle;201700012;Jimson, Bill;Williamburg;31;24453;8;27;23;18;2;24273;5,022;2,511;15,779;6,169
201707;22/07/2017;201700139;Thomas, Ted;201700013;Oferten, Quinton;Williamburg;32;24673;9;28;17;12;4;25056;5,184;2,592;16,288;6,368
201707;22/07/2017;201700140;Uvaldon, Ursala;201700013;Oferten, Quinton;Williamburg;32;24454;9;29;21;15;4;25056;5,184;2,592;16,288;6,368
201707;22/07/2017;201700141;Vindictive, Vinny;201700013;Oferten, Quinton;Williamburg;31;25410;7;28;17;10;3;24273;5,022;2,511;15,779;6,169
201707;22/07/2017;201700142;Williamson, Wilma;201700013;Oferten, Quinton;Williamburg;30;24504;8;26;16;11;3;23490;4,86;2,43;15,27;5,97
201707;22/07/2017;201700143;Younger, Yeti;201700013;Oferten, Quinton;Williamburg;28;24432;8;25;17;10;4;21924;4,536;2,268;14,252;5,572
201707;22/07/2017;201700144;Zwilowski, Zane;201700013;Oferten, Quinton;Williamburg;33;24658;8;28;20;14;3;25839;5,346;2,673;16,797;6,567
201707;22/07/2017;201700145;Abacus, Aaron;201700013;Oferten, Quinton;Williamburg;32;24730;9;29;19;10;4;25056;5,184;2,592;16,288;6,368
201707;23/07/2017;201700122;Binning, Bart;201700011;Winnerson, Aceona;Williamburg;40;24999;7;38;34;27;1;31320;6,48;3,24;20,36;7,96
201707;23/07/2017;201700123;Centerville, Cece;201700011;Winnerson, Aceona;Williamburg;34;25337;6;31;26;21;1;26622;5,508;2,754;17,306;6,766
201707;23/07/2017;201700124;Davenport, Davina;201700011;Winnerson, Aceona;Williamburg;36;24924;7;32;29;21;2;28188;5,832;2,916;18,324;7,164
201707;23/07/2017;201700125;Edgerton, Ethan;201700011;Winnerson, Aceona;Williamburg;38;25801;4;35;25;18;2;29754;6,156;3,078;19,342;7,562
201707;23/07/2017;201700126;Filipsano, Fiona;201700011;Winnerson, Aceona;Williamburg;32;25545;5;29;21;16;1;25056;5,184;2,592;16,288;6,368
201707;23/07/2017;201700127;Gee, Garry;201700011;Winnerson, Aceona;Williamburg;39;24498;8;35;28;21;2;30537;6,318;3,159;19,851;7,761
201707;23/07/2017;201700128;Harrison, Harold;201700011;Winnerson, Aceona;Williamburg;39;25952;4;38;33;23;1;30537;6,318;3,159;19,851;7,761
201707;24/07/2017;201700121;Anderson, Albert;201700011;Winnerson, Aceona;Williamburg;33;25504;6;30;23;16;2;25839;5,346;2,673;16,797;6,567
201707;24/07/2017;201700122;Binning, Bart;201700011;Winnerson, Aceona;Williamburg;33;24625;4;30;25;19;1;25839;5,346;2,673;16,797;6,567
201707;24/07/2017;201700123;Centerville, Cece;201700011;Winnerson, Aceona;Williamburg;40;25648;5;40;35;25;2;31320;6,48;3,24;20,36;7,96
201707;24/07/2017;201700124;Davenport, Davina;201700011;Winnerson, Aceona;Williamburg;35;24908;6;33;25;18;2;27405;5,67;2,835;17,815;6,965
201707;24/07/2017;201700125;Edgerton, Ethan;201700011;Winnerson, Aceona;Williamburg;33;25523;4;31;25;19;1;25839;5,346;2,673;16,797;6,567
201707;24/07/2017;201700126;Filipsano, Fiona;201700011;Winnerson, Aceona;Williamburg;36;25644;5;33;27;22;2;28188;5,832;2,916;18,324;7,164
201707;24/07/2017;201700127;Gee, Garry;201700011;Winnerson, Aceona;Williamburg;40;25145;7;40;30;23;1;31320;6,48;3,24;20,36;7,96
201707;24/07/2017;201700128;Harrison, Harold;201700011;Winnerson, Aceona;Williamburg;33;25940;6;31;22;18;2;25839;5,346;2,673;16,797;6,567
201707;24/07/2017;201700129;Ivanski, Igor;201700012;Jimson, Bill;Williamburg;33;25173;5;30;24;16;2;25839;5,346;2,673;16,797;6,567
201707;24/07/2017;201700130;Jeffries, Johnna;201700012;Jimson, Bill;Williamburg;36;24772;8;33;27;19;2;28188;5,832;2,916;18,324;7,164
201707;24/07/2017;201700131;Kippers, Kat;201700012;Jimson, Bill;Williamburg;30;24939;7;28;23;18;2;23490;4,86;2,43;15,27;5,97
201707;24/07/2017;201700132;Lipp, Larry;201700012;Jimson, Bill;Williamburg;32;24814;8;31;25;20;2;25056;5,184;2,592;16,288;6,368
201707;24/07/2017;201700133;Myers, Matt;201700012;Jimson, Bill;Williamburg;32;24804;6;31;21;13;2;25056;5,184;2,592;16,288;6,368
201707;24/07/2017;201700134;Nichols, Nana;201700012;Jimson, Bill;Williamburg;34;25106;7;29;25;20;2;26622;5,508;2,754;17,306;6,766
201707;24/07/2017;201700135;Ohlson, Octavius;201700012;Jimson, Bill;Williamburg;34;24918;5;33;24;16;2;26622;5,508;2,754;17,306;6,766
201707;24/07/2017;201700136;Pulaski, Peter;201700013;Oferten, Quinton;Williamburg;29;24925;6;26;20;14;3;22707;4,698;2,349;14,761;5,771
201707;24/07/2017;201700137;Rank, Richelle;201700012;Jimson, Bill;Williamburg;35;25566;8;33;22;13;2;27405;5,67;2,835;17,815;6,965
201707;24/07/2017;201700138;Sanders, Sammi;201700013;Oferten, Quinton;Williamburg;33;24249;9;28;19;12;3;25839;5,346;2,673;16,797;6,567
201707;24/07/2017;201700139;Thomas, Ted;201700013;Oferten, Quinton;Williamburg;29;25044;8;26;20;13;3;22707;4,698;2,349;14,761;5,771
201707;24/07/2017;201700140;Uvaldon, Ursala;201700013;Oferten, Quinton;Williamburg;32;25643;7;29;20;15;4;25056;5,184;2,592;16,288;6,368
201707;24/07/2017;201700141;Vindictive, Vinny;201700013;Oferten, Quinton;Williamburg;32;25037;7;28;18;10;4;25056;5,184;2,592;16,288;6,368
201707;24/07/2017;201700142;Williamson, Wilma;201700013;Oferten, Quinton;Williamburg;32;24846;9;30;18;11;4;25056;5,184;2,592;16,288;6,368
201707;24/07/2017;201700143;Younger, Yeti;201700013;Oferten, Quinton;Williamburg;31;24306;7;27;20;13;3;24273;5,022;2,511;15,779;6,169
201707;24/07/2017;201700144;Zwilowski, Zane;201700013;Oferten, Quinton;Williamburg;33;25584;7;30;20;12;4;25839;5,346;2,673;16,797;6,567
201707;24/07/2017;201700145;Abacus, Aaron;201700013;Oferten, Quinton;Williamburg;28;25831;8;25;20;12;3;21924;4,536;2,268;14,252;5,572
201707;25/07/2017;201700121;Anderson, Albert;201700011;Winnerson, Aceona;Williamburg;34;25686;4;31;24;18;1;26622;5,508;2,754;17,306;6,766
201707;25/07/2017;201700122;Binning, Bart;201700011;Winnerson, Aceona;Williamburg;38;24635;7;37;29;26;2;29754;6,156;3,078;19,342;7,562
201707;25/07/2017;201700123;Centerville, Cece;201700011;Winnerson, Aceona;Williamburg;35;24044;5;32;25;21;1;27405;5,67;2,835;17,815;6,965
201707;25/07/2017;201700124;Davenport, Davina;201700011;Winnerson, Aceona;Williamburg;37;24943;6;36;32;25;2;28971;5,994;2,997;18,833;7,363
201707;25/07/2017;201700125;Edgerton, Ethan;201700011;Winnerson, Aceona;Williamburg;36;25726;7;33;28;22;1;28188;5,832;2,916;18,324;7,164
201707;25/07/2017;201700126;Filipsano, Fiona;201700011;Winnerson, Aceona;Williamburg;33;24393;6;32;28;20;1;25839;5,346;2,673;16,797;6,567
201707;25/07/2017;201700127;Gee, Garry;201700011;Winnerson, Aceona;Williamburg;37;25454;7;35;29;25;2;28971;5,994;2,997;18,833;7,363
201707;25/07/2017;201700128;Harrison, Harold;201700011;Winnerson, Aceona;Williamburg;34;25199;4;33;24;20;1;26622;5,508;2,754;17,306;6,766
201707;25/07/2017;201700129;Ivanski, Igor;201700012;Jimson, Bill;Williamburg;32;25308;6;31;24;18;2;25056;5,184;2,592;16,288;6,368
201707;25/07/2017;201700130;Jeffries, Johnna;201700012;Jimson, Bill;Williamburg;30;24842;6;27;20;14;2;23490;4,86;2,43;15,27;5,97
201707;25/07/2017;201700131;Kippers, Kat;201700012;Jimson, Bill;Williamburg;33;25292;7;29;25;19;2;25839;5,346;2,673;16,797;6,567
201707;25/07/2017;201700132;Lipp, Larry;201700012;Jimson, Bill;Williamburg;35;25004;7;34;27;18;2;27405;5,67;2,835;17,815;6,965
201707;25/07/2017;201700133;Myers, Matt;201700012;Jimson, Bill;Williamburg;33;24733;8;33;23;17;2;25839;5,346;2,673;16,797;6,567
201707;25/07/2017;201700134;Nichols, Nana;201700012;Jimson, Bill;Williamburg;36;25590;7;31;26;16;3;28188;5,832;2,916;18,324;7,164
201707;25/07/2017;201700135;Ohlson, Octavius;201700012;Jimson, Bill;Williamburg;33;24768;5;28;23;17;2;25839;5,346;2,673;16,797;6,567
201707;25/07/2017;201700137;Rank, Richelle;201700012;Jimson, Bill;Williamburg;31;24845;7;30;23;14;2;24273;5,022;2,511;15,779;6,169
201707;25/07/2017;201700138;Sanders, Sammi;201700013;Oferten, Quinton;Williamburg;31;25252;8;29;22;13;3;24273;5,022;2,511;15,779;6,169
201707;25/07/2017;201700139;Thomas, Ted;201700013;Oferten, Quinton;Williamburg;28;25450;6;24;17;9;3;21924;4,536;2,268;14,252;5,572
201707;25/07/2017;201700140;Uvaldon, Ursala;201700013;Oferten, Quinton;Williamburg;33;24815;10;28;20;10;4;25839;5,346;2,673;16,797;6,567
201707;25/07/2017;201700141;Vindictive, Vinny;201700013;Oferten, Quinton;Williamburg;30;25678;7;26;17;11;4;23490;4,86;2,43;15,27;5,97
201707;25/07/2017;201700142;Williamson, Wilma;201700013;Oferten, Quinton;Williamburg;32;25454;6;28;22;12;4;25056;5,184;2,592;16,288;6,368
201707;25/07/2017;201700143;Younger, Yeti;201700013;Oferten, Quinton;Williamburg;33;25218;8;28;18;9;3;25839;5,346;2,673;16,797;6,567
201707;25/07/2017;201700144;Zwilowski, Zane;201700013;Oferten, Quinton;Williamburg;28;25183;7;25;18;13;3;21924;4,536;2,268;14,252;5,572
201707;25/07/2017;201700145;Abacus, Aaron;201700013;Oferten, Quinton;Williamburg;32;24475;7;30;19;11;3;25056;5,184;2,592;16,288;6,368
201707;26/07/2017;201700129;Ivanski, Igor;201700012;Jimson, Bill;Williamburg;32;25869;6;29;22;15;2;25056;5,184;2,592;16,288;6,368
201707;26/07/2017;201700130;Jeffries, Johnna;201700012;Jimson, Bill;Williamburg;30;24951;7;28;21;16;2;23490;4,86;2,43;15,27;5,97
201707;26/07/2017;201700131;Kippers, Kat;201700012;Jimson, Bill;Williamburg;33;24118;5;30;24;18;2;25839;5,346;2,673;16,797;6,567
201707;26/07/2017;201700132;Lipp, Larry;201700012;Jimson, Bill;Williamburg;33;24377;8;29;24;18;2;25839;5,346;2,673;16,797;6,567
201707;26/07/2017;201700133;Myers, Matt;201700012;Jimson, Bill;Williamburg;36;24595;8;31;22;17;2;28188;5,832;2,916;18,324;7,164
201707;26/07/2017;201700134;Nichols, Nana;201700012;Jimson, Bill;Williamburg;35;25924;6;31;23;18;2;27405;5,67;2,835;17,815;6,965
201707;26/07/2017;201700135;Ohlson, Octavius;201700012;Jimson, Bill;Williamburg;34;25094;6;31;22;17;2;26622;5,508;2,754;17,306;6,766
201707;26/07/2017;201700137;Rank, Richelle;201700012;Jimson, Bill;Williamburg;34;25962;6;31;22;15;2;26622;5,508;2,754;17,306;6,766
201707;26/07/2017;201700138;Sanders, Sammi;201700013;Oferten, Quinton;Williamburg;33;24409;9;30;22;15;4;25839;5,346;2,673;16,797;6,567
201707;26/07/2017;201700139;Thomas, Ted;201700013;Oferten, Quinton;Williamburg;28;24080;7;25;18;12;4;21924;4,536;2,268;14,252;5,572
201707;26/07/2017;201700140;Uvaldon, Ursala;201700013;Oferten, Quinton;Williamburg;28;24767;6;25;17;9;4;21924;4,536;2,268;14,252;5,572
201707;26/07/2017;201700141;Vindictive, Vinny;201700013;Oferten, Quinton;Williamburg;31;25893;7;27;17;10;4;24273;5,022;2,511;15,779;6,169
201707;26/07/2017;201700142;Williamson, Wilma;201700013;Oferten, Quinton;Williamburg;32;24332;7;29;20;10;3;25056;5,184;2,592;16,288;6,368
201707;26/07/2017;201700143;Younger, Yeti;201700013;Oferten, Quinton;Williamburg;30;25623;6;27;20;12;3;23490;4,86;2,43;15,27;5,97
201707;26/07/2017;201700144;Zwilowski, Zane;201700013;Oferten, Quinton;Williamburg;32;24951;9;29;23;15;3;25056;5,184;2,592;16,288;6,368
201707;26/07/2017;201700145;Abacus, Aaron;201700013;Oferten, Quinton;Williamburg;32;24909;8;28;18;10;4;25056;5,184;2,592;16,288;6,368
201707;27/07/2017;201700121;Anderson, Albert;201700011;Winnerson, Aceona;Williamburg;32;25441;6;30;26;23;1;25056;5,184;2,592;16,288;6,368
201707;27/07/2017;201700122;Binning, Bart;201700011;Winnerson, Aceona;Williamburg;36;25091;6;34;27;23;1;28188;5,832;2,916;18,324;7,164
201707;27/07/2017;201700123;Centerville, Cece;201700011;Winnerson, Aceona;Williamburg;32;24421;6;30;21;17;1;25056;5,184;2,592;16,288;6,368
